game_name	relise_year	func_name	ext_list	script_name	com1	com2
Bad Rats: The Rats' Revenge		_QuickBMS	Gamestudio WRS File (*.wrs)|	\data\scripts\gamestudio.bms		
Bad Run - Turbo Edition	2020	_Construct				
Bad Toys 3d	Page not found!	_QuickBMS		\data\scripts\badtoys3d.bms		
Bagger Simulator		_QuickBMS	Gamestudio WRS File (*.wrs)|	\data\scripts\gamestudio.bms		
Bake 'n Switch	2020	_Unreal4	0xC40250B917281AC9874D93C53E429255177EA6E038A117054A1F1C5DA92AB26A			
Balan Wonderworld		_Unreal4	0xD70E06CCC8AACF3FB4028F19E587B2F3E12C4D02BDE340DE3E1070CB297E13E7			
BalanCity	2016	_Construct				
Baldur's Gate 	1998	_Infinity				
Baldur's Gate 2	2000	_Infinity				
Baldur's Gate: Dark Alliance (PS2)	2001	_Infinity				
Ballistic Tanks	2016	_Construct				
Ballistics		_GAUP				
Balls Of Steel	1997	_QuickBMS	bnk file (*.bnk)|	\data\scripts\BNK_2.bms		
BALZ	Page not found!	_QuickBMS		\data\scripts\balz.bms		
Banana Hell	2020	_Godot				
Bananas Academy's Psyber	2020	_Godot				
Bandits - Phoenix Rising	Page not found!	_QuickBMS	enc file (*.enc)|	\data\scripts\bandits_enc.bms		
Bandmaster Online	Page not found!	_QuickBMS		\data\scripts\bandmaster_online.bms		
BANG! BANG! Totally Accurate Redneck Simulator	2020	_Construct				
Banjo-Kazooie: Nuts & Bolts	Page not found!	_QuickBMS		\data\scripts\banjo_kazooie.bms		
Banyu Lintar Angin - Little Storm -	2018	_Construct				
Barber Bonsai	Page not found!	_QuickBMS		\data\scripts\barber_bonsai.bms		
Barbie Horse Adventures: Wild Horse Rescue	Page not found!	_QuickBMS		\data\scripts\blitz_games.bms		
Barbie Riding Club	Page not found!	_QuickBMS	OMT File (*.omt)|	\data\scripts\barbie_omt.bms		
Barkanoid 2 (GOB)	Page not found!	_QuickBMS		\data\scripts\GOB_GOB_3.bms		
Barking Lizards (n-gage)	Page not found!	_QuickBMS		\data\scripts\snakes_subsonic.bms		
Basaltic Online	Page not found!	_QuickBMS		\data\scripts\basaltic_online.bms		
Base64	Page not found!	_QuickBMS	#Note: move to…	\data\scripts\xml_base64_dumper.bms		
Bat!, The (TBB)		_QuickBMS	TBB Files (*.tbb)|	\data\wcx\TotalObserver.wcx		
Batman: Arkham Origins: Blackgate	2013	_QuickBMS	ara file (*.ara)|	\data\scripts\batman_ara.bms		
Batman: Begins (MUSX)	Page not found!	_QuickBMS	MUSX File (*.musx)|	\data\scripts\batman_begins_musx.bms		
Batman: The Telltale Series          	2016	_TellTale	60			
Battalion 1944		_Unreal4	0x5D2DB73233829FB7EF2263D3EBFE28E5514C349E0A05B66402B494C43C059A6D			
Battalion Wars 2	Page not found!	_QuickBMS		\data\scripts\battalion_wars.bms		
Battle Bikini	Page not found!	_QuickBMS		\data\scripts\battle_bikini_hipa.bms		
Battle Chess 4000	Page not found!	_QuickBMS		\data\scripts\battle_chess_4000.bms		
Battle Engine Aquila	2003	_QuickBMS	NVO File (*.nvo)|	\data\scripts\nyo.bms		
Battle for Gaming	2019	_Godot				
Battle Grounds III	2019	_Source				
Battle In The City	2021	_Godot				
Battle of Europe	Page not found!	_QuickBMS	WPK Files (*.wpk)|	\data\scripts\battle_europe_wpk.bms		
Battle Realms		_GAUP	H2O Files (*.H2O)|			
Battle Rush 		_Unreal4	0x775E79522A483345775F6240354064706A422A527652455E3D24564242367859			
Battle Slots	2011	_QuickBMS	bfg file (*.bfg)|	\data\scripts\bigfishgames81.bms		
Battle Strike: The Road To Berlin	Page not found!	_QuickBMS	dpk file (*.dpk)|	\data\scripts\DPK_DPK4.bms		
Battlefield 1	2016	_FrostBite	3			
Battlefield 1942		_ZIP				
Battlefield 1942 Demo	Page not found!	_QuickBMS	rfa file (*.rfa)|	\data\scripts\battlefield_2_modern_combat.bms		
Battlefield 1942: Real Vision		_ZIP				
Battlefield 1943	2009	_FrostBite	1			
Battlefield 2		_GAUP	VIV Files (*.VIV)|			
Battlefield 2 (PS2)	2005	_QuickBMS	big file (*.big)|	\data\scripts\BIG_BIGF.bms		
Battlefield 2: Modern Combat (PS2)	2005	_QuickBMS		\data\scripts\Battlefield_1942_Demo_RFA.bms		
Battlefield 2142		_ZIP				
Battlefield 3	2011	_FrostBite	2			
Battlefield 4	2013	_FrostBite	3			
Battlefield Hardline	2015	_FrostBite	3			
Battlefield V	2018	_FrostBite	3			
Battlefield Vietnam		_ZIP				
Battlefield: Bad Company	2008	_QuickBMS		\data\scripts\fbrb.bms		
Battlefield: Bad Company	2008	_FrostBite	1			
Battlefield: Bad Company (Low RAM)	2008	_QuickBMS		\data\scripts\fbrb_noram.bms		
Battlefield: Bad Company 2	2010	_QuickBMS		\data\scripts\fbrb.bms		
Battlefield: Bad Company 2	2010	_FrostBite	1			
BattleForge	2009	_QuickBMS		\data\scripts\battleforge.bms		
Battlefront: Combat Mission	Page not found!	_QuickBMS		\data\scripts\combat_mission.bms		
Battleline: Steel Warfare	Page not found!	_QuickBMS		\data\scripts\battleline.bms		
battleMETAL	2020	_idTech				
Battleship: Surface Thunder	Page not found!	_QuickBMS		\data\scripts\battleship_mgf.bms		
Battlespire, An Elder Scrolls Legend	1998	_Bethesda				
Battlestrike: Force of Resistance	2007	_Chrome				
Battlestrike: Force of Resistance 2 	2009	_LithTech				
Battlestrike: Shadow of Stalingrad 	2009	_LithTech				
BCC PSP Archive	Page not found!	_QuickBMS	bcc file (*.bcc)|	\data\scripts\bcc_psp.bms		
Beans: The Coffee Shop Simulator	2017	_Construct				
Bear Party: Adventure	2020	_Source				
Beasts & Bumpkins	1997	_SAU				
Beasts of Bermuda	2018	_Unreal4	0xA609BD3D94D3B5BD945D670D945D7A2D4ECDC0613A8ED786FC3CFBA6AC71506E			
Beat Down: Fists Of Vengeance (PS2)	Page not found!	_QuickBMS		\data\scripts\XAF_XAF.bms		
Beats of Rage	2003	_SAU				
Beats of Rage: Rebuilding	Page not found!	_QuickBMS		\data\scripts\bor_rebuilder.bms		
Beeswing	2015	_Construct				
Beetle Buggin'	Page not found!	_QuickBMS		\data\scripts\katgames_xpiral.bms		
Beetle Crazy Cup	2000	_QuickBMS		\data\scripts\katgames_xpiral.bms		
Beetle Ju 2	Page not found!	_QuickBMS		\data\scripts\beetle_ju.bms		
Beholder's Lair	2021	_Godot				
Bejeweled 2 (XBLA)	Page not found!	_QuickBMS	XPR File (*.xpr)|	\data\scripts\xpr2.bms		
Belowscape	Page not found!	_QuickBMS	paq file (*.paq)|	\data\scripts\10tons.bms		
BER Bausimulator Remastered	2020	_Godot				
Berserk: The Cataclysm	Page not found!	_Chromium				
Betrayal At Krondor	Page not found!	_QuickBMS	Krondor.001 File (krondor.001)|	\data\scripts\Betrayal_At_Krondor_001.bms		
Beyond Good & Evil	Page not found!	_QuickBMS		\data\scripts\sally_bf.bms		
Beyond Good & Evil HD	Page not found!	_QuickBMS		\data\scripts\beyond_good_evil_hd.bms		
Beyond Good & Evil HD (XBLA)	Page not found!	_QuickBMS	(Sally_PC_*.bf)|	\data\scripts\beyond_good_n_evil.bms		
Beyond the Beyond	1995	_SAU				
BH Online	Page not found!	_QuickBMS		\data\scripts\bh_online.bms		
Bhagat Singh	2002	_QuickBMS	Gamestudio WRS File (*.wrs)|	\data\scripts\gamestudio.bms		
Bibou	2016	_Construct				
Big Adventure Of Fighting Chicken	2020	_Construct				
Big Brother Is Shaping You	2019	_Construct				
Big Bumpin	Page not found!	_QuickBMS		\data\scripts\blitz_games.bms		
Big Fish Games	#Note: move to engine menu	_QuickBMS	bfg file (*.bfg)|	\data\scripts\bigfishgames81.bms		
Big Mutha Truckers 2: Truck Me Harder	Page not found!	_QuickBMS		\data\scripts\big_mutha_truckers_2.bms		
Big Scale Racing (to mp3)	2002	_QuickBMS		\data\scripts\bigscaleracing.bms		
Big Town Shoot Out (Wii)	Page not found!	_QuickBMS	PUB File (*.pub)|	\data\scripts\wiiware.bms		
Biggest Loser: Ultimate Workout, The	Page not found!	_QuickBMS		\data\scripts\blitz_games.bms		
Biggest Loser: Ultimate, The	Page not found!	_QuickBMS		\data\scripts\blitz_games.bms		
Billiards3d.net	Page not found!	_QuickBMS		\data\scripts\billiards3d.bms		
Billy Blade and the Temple of Time (PKF)	2005	_QuickBMS		\data\scripts\PKF_2.bms		
Binary Domain	2012	_QuickBMS		\data\scripts\binary_domain_jpk.bms		
Bioasshard Arena		_Unreal4	0x2D38EDCA5BED47ACBDCA3BB38B1A6A3C3D2D7DF03EF4D871DB5BCEF5DC18693D			
Biohazard 2: Remake	2019	_REEngine	re2_pak_names_release.list			
Biohazard 3: Remake	2020	_REEngine	re3_pak_names_release.list			
Biohazard 4 (AFS)	2005	_GAUP	AFS Files (*.AFS)|			
Biohazard 4 (DAT)	2005	_QuickBMS	DAT Files (*.dat; *.gca)|	\data\wcx\gca.wcx		
Biohazard 4 (ss_*.dat)	2005	_QuickBMS	(ss_*.dat)|	\data\scripts\re4_ss_file.bms		
Biohazard 4 HD (LFS)	2014	_QuickBMS	Resident Evil 4 HD LFS File (*.lfs)|	\data\scripts\re4.bms		
Biohazard 5	2009	_MTFramework				
Biohazard 6	2012	_MTFramework				
Biohazard 6 (Xbox360)	Page not found!	_QuickBMS		\data\scripts\resident_evil_6_x360.bms		
Biohazard 7: Biohazard	2017	_REEngine	re7_pak_names_release.list			
Biohazard Code: Veronica X	2011	_MTFramework				
Biohazard HD	2014	_MTFramework				
Biohazard Zero HD	2008	_MTFramework				
Biohazard: Code Veronica (AFS)	2000	_GAUP	AFS Files (*.AFS)|			
Biohazard: Dead Aim (BIN)	Page not found!	_QuickBMS	BIN File(*.BIN)|	\data\scripts\resident_evil_bin_fpk.bms		
Biohazard: Deadly Silence (NDS)	Page not found!	_QuickBMS		\data\scripts\resident_evil_cpac_nds.bms		
Biohazard: Mercenaries (iPhone)	Page not found!	_QuickBMS		\data\scripts\resident_evil_mercenaries_iphone.bms		
Biohazard: Resistance	2020	_REEngine	resistance_pak_names_release			
Biohazard: Revelations	2012	_MTFramework				
Biohazard: Revelations 2	2015	_MTFramework				
Biohazard: Revelations 2 (PS Vita)	Page not found!	_QuickBMS		\data\scripts\resident_evil_rev2_vita.bms		
Biohazard: Reverse	2022	_REEngine				
Biohazard: The Darkside Chronicles	2009	_MTFramework				
Biohazard: The Mercenaries 3D	2011	_MTFramework				
Biohazard: Village	2021	_REEngine	re8_pak_names_release.list			
Bionic Commando	1999	_QuickBMS	bundle file (*.bundle)|	\data\scripts\bundle.bms		
Bionic Commando Rearmed	2008	_QuickBMS	bundle file (*.bundle)|	\data\scripts\bundle.bms		
Bionic Commando Rearmed 2	2011	_QuickBMS		\data\scripts\bionic_commando2.bms		
Bionicle Heroes	2006	_QuickBMS		\data\scripts\bionicle.bms		
BitBattle	2021	_Godot				
Bitsquid files without extension	Page not found!	_QuickBMS		\data\scripts\bitsquid_streams.bms		
Bizarre Creations(PS1)	Page not found!	_QuickBMS	(*.pth -r *.dat)|	\data\scripts\formula1_pth_dat.bms		
BLACK	2006	_QuickBMS	imageblock.bin file (imageblock.bin)|	\data\scripts\fps_creator_imageblock.bms		
Black & White (SAD)	Page not found!	_QuickBMS		\data\scripts\SAD_LIONHEAD.bms		
Black and White 2		_GAUP	LUD Files (*.LUD)|			
Black Clover: Quartet Knights	2018	_QuickBMS		\data\scripts\black_cover_gdath2.bms		
Black Desert	2015	_QuickBMS		\data\scripts\blackdesert.bms		
Black Lilies - Eternal Summer	2020	_Godot				
Black Mesa	2020	_Source				
Black Mirror 2	Page not found!	_QuickBMS		\data\scripts\black_mirror2.bms		
Black Moon Chronicles	1998	_SAU				
Black Oasis		_GAUP	RES Files (*.RES)|			
Blackout		_Unreal4	0x88B920E9102B5F11527F3DFB312698ABB11376746405FF5D55BA64AFF9927340			
Blackwell Epiphany	2014	_QuickBMS		\data\scripts\clib_vox.bms		
Blade & Soul Сomplete (PC) 		_Unreal4	0xD2E5F7F94E625EFE2726B5360C1039CE7CB9ABB760A94F37BB15A6DC08741656			
Blade & Soul Revolution (Android)		_Unreal4	0x3738616562346461353665623461623839656132656236316162643663356133			
Blade 9 Online	Page not found!	_QuickBMS		\data\scripts\blade_online.bms		
Blade and Sword II\刀剑2	Page not found!	_QuickBMS		\data\scripts\blade_sword_2.bms		
Blade Kitten	2010	_QuickBMS	RKV File (*.rkv)|	\data\scripts\rkv.bms		
Blade of Symphony	Page not found!	_QuickBMS		\data\scripts\blade_of_symphony.bms		
Blade Symphony	2014	_Source				
Blades of Gory	2019	_Construct				
Blades of Time	2012	_QuickBMS		\data\scripts\blades_of_time.bms		
Blair Witch Project series	Page not found!	_QuickBMS	pod file (*.pod)|	\data\scripts\Blair_Witch_Project_series_POD.bms		
Blaite	2017	_Construct				
Blake Stone: Aliens of Gold	1993	_idTech				
Blake Stone: Planet Strike	1994	_idTech				
BlastFX	2018	_Godot				
Blaze Rush	Page not found!	_QuickBMS		\data\scripts\clutch.bms		
Blazing Dragons (PS1)	Page not found!	_QuickBMS	Crystal Dynamics Archive Type 6 (DRAGON.EXE)	\data\scripts\cdat06_bdps1.bms		
Bleeding Edge	2020	_Unreal4	0x6765376437326532653437623565626639673535313331353537396738373967			
Bless Mobile v196675		_Unreal4	0x78AC03AFBAFAEAB4F99C9B7BA4FD67C9CFA35510A23A8E3A1A8F9E7CFE3D743A			
Bless Online (BLML2XML)	дата	_QuickBMS	BLML File (*.blml)|	\data\scripts\bless_online.bms		
Bless Unleashed (closed beta)	2021	_Unreal4	0x6F1F175A1DEF30BFA8732FC8F5FFAF87054B6A66BA6DB8DE4B0D53CFD1DBF597			
Blitzkrieg	2003	_ZIP	PAK file (*.pak)|			
Blitzkrieg 2	2005	_ZIP	PAK file (*.pak)|			
Blitzkrieg Burning Horizon	2004	_ZIP	PAK file (*.pak)|			
Blitzkrieg Rolling Thunder	2004	_ZIP	PAK file (*.pak)|			
blocks	2019	_Construct				
Blocktality		_ZIP				
Blood	1998	_DosBox	Blood RFF File (*.RFF)|	barf.exe 	1	 -x 
Blood Bowl 2	2015	_QuickBMS		\data\scripts\blood_bowl_2.bms		
Blood Bowl 3 (beta) 		_Unreal4	0x2A070A04105594E6BEBA520E82149586C7A80977DB7E439C952F5DFEFB6F7B67			
Blood II: The Chosen 	1998	_LithTech				
Blood II: The Chosen The Nightmare Levels 	1999	_LithTech				
Blood Omen Legacy of Kain (PS1, PC)	1996	_QuickBMS	BIG File (*.big)	\data\scripts\cdat02_totaleclipse.bms		
Blood: Fresh Supply (Remastered)	2019	_ZIP	KPF Files (*,kpf)|			
Bloodbath Kavkaz	2015	_Construct				
BloodRayne		_GAUP	POD Files (*.POD)|			
BloodRayne 2		_GAUP	POD Files (*.POD)|			
Bloodsports	Page not found!	_QuickBMS		\data\scripts\bloodsports_tv.bms		
Bloody Good Time	2010	_Source				
Bloody Roar 3	2001	_QuickBMS	wfp file (*.wfp)|	\data\scripts\bloody_roar_3_wfp.bms		
Bloody Roar Primal Fury	2002	_QuickBMS		\data\scripts\eighting.bms		
Bloom: Labyrinth	2019	_Godot				
Blossom Fairy	Page not found!	_QuickBMS		\data\scripts\xaya.bms		
Blue Beards Castle	Page not found!	_QuickBMS	pak file (*.pak)|	\data\scripts\bluebeards_castle_zip.bms		
Blue Dragon	Page not found!	_QuickBMS		\data\scripts\bluedragon.bms		
Blue Mars	2009	_CryEngine				
Blue Protocol (closed beta)		_Unreal4	0x42163963B2E095A8D673B48B703B6DE016FE4DC36E0796CC14531C8DAE87E4BC			
BLUE REVOLVER	2016	_ZIP	Love2D Engine Files (*.love; *.exe)|			
Blur	2010	_QuickBMS		\data\scripts\blur.bms		
Blur 2	Page not found!	_QuickBMS	rzb file (*.rzb)|	\data\scripts\blur_2rzb.bms		
BMW M3 (MAS)	Page not found!	_QuickBMS		\data\scripts\maypan.bms		
Boku no Natsuyasumi	Page not found!	_QuickBMS		\data\scripts\boku_natsuyasumi.bms		
Boku no Natsuyasumi (PS1)	Page not found!	_QuickBMS	(SCPS_100.88; BOKU.BIN)|	\data\scripts\boku_no_natsuyasumi.bms		
Bone: Out From Boneville         	2005	_TellTale	4			
Bone: The Great Cow Race        	2006	_TellTale	5			
Bonsai Barber	Page not found!	_QuickBMS		\data\scripts\bonsai_barber.bms		
Boom Brigade	Page not found!	_QuickBMS	paq file (*.paq)|	\data\scripts\10tons.bms		
Boom Brigade 2	Page not found!	_QuickBMS	paq file (*.paq)|	\data\scripts\10tons.bms		
Boomzap	Page not found!	_QuickBMS		\data\scripts\boomzap.bms		
Borderlands 2 (PCK)	2012	_QuickBMS	pck file (*.pck)|	\data\scripts\borderlands2_pck.bms		
Borderlands 3	2020	_Unreal4	0x115EE4F8C625C792F37A503308048E79726E512F0BF8D2AD7C4C87BC5947CBA7			
Boukyaku Princess	Page not found!	_QuickBMS		\data\scripts\boukyaku_princess.bms		
Bouncer, The	Page not found!	_QuickBMS		\data\scripts\the_bouncer.bms		
Bouncing Odyssey	2017	_Godot				
Boundary (alpha test)		_Unreal4	0x2AD908A6BE1F5BFAF35B1CAE0FB49D9AC53E971B4C280CC0948E5A1A716EB603			
Bounty Hounds Online	2011	_QuickBMS		\data\scripts\bounty_hounds_online.bms		
Boxoku!	2021	_Godot				
BPM: Bullets Per Minute 	2020	_Unreal4	0x27DFBADBB537388ACDE27A7C5F3EBC3721AF0AE0A7602D2D7F8A16548F37D394			
Brain Sanity		_ZIP				
BrainBread 2	2016	_Source				
Brathian	2018	_ZIP	Love2D Engine Files (*.love; *.exe)|			
Bratz Kidz: Party (DS) (BigFile.bin)	Page not found!	_QuickBMS	 (BigFile.bin)|	\data\scripts\bratz_bin_ds.bms		
Bratz Kidz: Party (DS) (pkg)	Page not found!	_QuickBMS	PKG File (*.pkg)|	\data\scripts\bratz_pkg_ds.bms		
Bratz Kidz: Slumber Party (DS) (BigFile.bin)	Page not found!	_QuickBMS	 (BigFile.bin)|	\data\scripts\bratz_bin_ds.bms		
Bratz Kidz: Slumber Party (DS) (pkg)	Page not found!	_QuickBMS	PKG File (*.pkg)|	\data\scripts\bratz_pkg_ds.bms		
Bratz Ponyz (DS)) (BigFile.bin)	Page not found!	_QuickBMS	 (BigFile.bin)|	\data\scripts\bratz_bin_ds.bms		
Bratz Ponyz (DS)) (pkg)	Page not found!	_QuickBMS	PKG File (*.pkg)|	\data\scripts\bratz_pkg_ds.bms		
Bratz: Rock Angelz	2005	_QuickBMS		\data\scripts\blitz_games.bms		
Brave Dungeon	2016	_ZIP	Love2D Engine Files (*.love; *.exe)|			
Brave Dungeon II	2018	_ZIP	Love2D Engine Files (*.love; *.exe)|			
Brave Soul	2004	_QuickBMS		\data\scripts\brave_soul.bms		
Bravely Default II (PC)		_Unreal4	0xA7F5D478295D1238B33ED6C3D68C828C45840156AE1775D194C98B5B5AC37CD2			
BrawlQuest	2021	_ZIP	Love2D Engine Files (*.love; *.exe)|			
Breach (XBLA)	2011	_QuickBMS	XSP/SPD sound (*.xsp -r *.spd)|	\data\scripts\breach.bms		
Bread	Page not found!	_QuickBMS		\data\scripts\uniel.bms		
Breaking Fast	2017	_ZIP	Love2D Engine Files (*.love; *.exe)|			
Breath of Fire 4	2003	_QuickBMS	emi file (*.emi)|	\data\scripts\EMI_BreathOfFire4.bms		
Breeders Of The Nephelym (alpha)		_Unreal4	0x072900088519186BD8BC152860276DF83CA97D08B1772BF46E0A2FBF60B9167E			
Brickadia		_Unreal4	0x94A3420A97A629F55FB96A6D42CBCBE091B4493FD8A6612DFAE901B463E51A47			
Brickfest	2018	_Godot				
Bricks of Egypt		_GAUP	GFX Files (*.GFX)|			
Briefcase, The	Page not found!	_QuickBMS	imageblock.bin file (imageblock.bin)|	\data\scripts\fps_creator_imageblock.bms		
Brigandine	1998	_SAU				
Bright Memory	2020	_Unreal4	0xE99FA5FFC9700C65C42315D4157C265FF1BE66C741908D98D3CEF7213C7336AF			
Bring Back The Sun by Daniel da Silva	2020	_Godot				
Brink	2011	_QuickBMS		\data\scripts\brink.bms		
Brink (sdpk2)	2011	_QuickBMS		\data\scripts\brink_brink.bms		
Britannic: Patroness of the Mediterranean	2020	_Unreal4	0xEF734230E51DD53506E4D5A45E8AA1A180399492408DA3D2C6175A4718643510			
Broken Pieces (demo)		_Unreal4	0x1366194C3C824BAD3FE35C654A0A11BA9C5714D040E7C08BCA95D94ECFFA26C6			
Broken Sword 4: The Angel of Death (PAK)	Page not found!	_QuickBMS		\data\scripts\PAK_BrokenSword4.bms		
Broken Sword: Shadow of the Templars (PSX)	Page not found!	_QuickBMS	DAT & TAB File (tunes.dat -r tunes.tab -r speech.dat -r speech.tab)|	\data\scripts\broken_sword_psx.bms		
Brothers Pilots 4	Page not found!	_ZIP	PAK file (*.pak)|			
Brunhilda: Dark Crystal	Page not found!	_QuickBMS		\data\scripts\brunhilda_dark_crystal.bms		
Brutal Legend	2009	_QuickBMS		\data\scripts\brutal_legend.bms		
BSC compression	Page not found!	_QuickBMS		\data\scripts\bsc.bms		
Bubblefish Bob	дата	_QuickBMS	paq file (*.paq)|	\data\scripts\10tons.bms		
Bugdom	2000	_QuickBMS		\data\scripts\bugdom.bms		
Building Block Heroes	2017	_Godot				
Building Block Heroes: Rush Edition	2018	_Godot				
Buissons	2021	_Construct				
Buka	Page not found!	_QuickBMS		\data\scripts\buka12.bms		
Bullet girl (PSVITA)	Page not found!	_QuickBMS	(grp.bin)|	\data\scripts\grp_bin_a755aafc.bms		
Bullet Harmony	2019	_Godot				
BulletVille (alpha) 		_Unreal4	0xBE91D5196AB32E14F519BCCEA09E57724B5CDD378BB9092E3FD19FFC1240EFF8			
Bunker Down	2020	_Godot				
Bunker, The	Page not found!	_QuickBMS	imageblock.bin file (imageblock.bin)|	\data\scripts\fps_creator_imageblock.bms		
Bunny Hop	2018	_Construct				
Bunnyz (NDS)	Page not found!	_QuickBMS	PAC File (*.pac)|	\data\scripts\im00.bms		
Burn: Cycle	Page not found!	_QuickBMS		\data\scripts\burncycleav.bms		
Burning Sun	Page not found!	_QuickBMS		\data\scripts\xaya.bms		
Burnout Paradise	2009	_QuickBMS		\data\scripts\burnout_paradise_bnd2.bms		
Burut Creative Team games	#Note: move to engine menu	_QuickBMS		\data\scripts\burut.bms		
Bus Simulator		_QuickBMS	Gamestudio WRS File (*.wrs)|	\data\scripts\gamestudio.bms		
Bust-a-Move Plus!	Page not found!	_QuickBMS		\data\scripts\bustamove_plus.bms		
BUSTED!	2016	_Construct				
ButtonMash	2021	_Godot				
Buzz! The Great Music Quiz	Page not found!	_ZIP	PAK file (*.pak)|			
Buzz! The Sports Quiz (PS2)	Page not found!	_QuickBMS	PAK File (*.pak)|	\data\scripts\buzz_ps2.bms		
Bystander	2017	_Construct				
BYTEPATH	2018	_ZIP	Love2D Engine Files (*.love; *.exe)|			
B画少说	2019	_Godot				
C.I.A. Operative: Solo Missions 	2001	_idTech				
C.O.S.M.O: Dead System	Page not found!	_QuickBMS	imageblock.bin file (imageblock.bin)|	\data\scripts\fps_creator_imageblock.bms		
C4 Robot		_QuickBMS	Gamestudio WRS File (*.wrs)|	\data\scripts\gamestudio.bms		
Cabal 2	Page not found!	_QuickBMS		\data\scripts\cabal2.bms		
Cabela's (some game)	Page not found!	_QuickBMS	#Note: move to engines menu	\data\scripts\funlabs.bms		
Cabela's Big Game Hunter Pro Hunts	Page not found!	_QuickBMS		\data\scripts\cabela_crs.bms		
Cabela's Game Series	Page not found!	_QuickBMS		\data\scripts\cabela.bms		
